연번,시도,시군구,읍면동,주    소,전화번호,실제_기관명_전화_AI,D열과의 매핑여부,팩스번호,실제_기관명_팩스_AI,I열과의 매핑여부,팩스전송결과(250711),팩스전송_성공여부,우선순위_케이스,Phase0_성공여부,Phase0_전화매칭,Phase0_팩스매칭,Phase0_신뢰도,전화_매칭_유형,팩스_매칭_유형,최종_결과,오류_메시지
2762,전남,장흥군,용산면행정복지센터,전라남도 장흥군 용산면 장흥대로 2467,061-749-8151,061-749-8151은 전남 순천시 상사면 주민센터의 전화번호입니다,,061-860-4901,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
2766,전남,장흥군,유치면행정복지센터,전라남도 장흥군 유치면 유치로 22,061-860-8328,,,061-860-4901,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2769,전남,강진군,강진읍사무소,전라남도 강진군 강진읍 초지길 21,061-430-6100,,,061-430-3951,061-430-3951은 전남 강진군 강진읍 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
2770,전남,강진군,군동면사무소,전라남도 강진군 군동면 진흥로 315,061-430-5521,061-430-5521은 전남 강진군 군동면 주민센터의 전화번호입니다,,061-430-3952,061-430-3952은 전남 강진군 군동면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
2778,전남,강진군,작천면사무소,전라남도 강진군 작천면 평리3길 2,061-430-5662,,,061-749-4744,061-749-4744은 전남 순천시 삼산동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
2779,전남,강진군,칠량면사무소,전라남도 강진군 칠량면 칠량로 67,061-430-5545,,,061-749-4735,061-749-4735은 전남 순천시 별량면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
2788,전남,해남군,계곡면사무소,전라남도 해남군 계곡면 해남로 1442,061-530-5609,,,061-383-9912,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2794,전남,영암군,영암읍사무소,전라남도 영암군 영암읍 낭주로 133,061-470-2601,,,061-470-6247,061-470-6247은 전남 영암군 신북면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
2796,전남,영암군,덕진면사무소,전라남도 영암군 덕진면 예향로 1731,,,,061-470-2579,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2798,전남,영암군,신북면사무소,전라남도 영암군 신북면 간은정로 29,061-470-6214,061-470-6214은 전남 영암군 신북면 주민센터의 전화번호입니다,,061-470-6247,061-470-6247은 전남 영암군 신북면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
2799,전남,영암군,시종면사무소,전라남도 영암군 시종면 내동중앙로 41,,,,061-470-2579,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2800,전남,영암군,도포면사무소,전라남도 영암군 도포면 호산로 43 ,061-470-6214,061-470-6214은 전남 영암군 신북면 주민센터의 전화번호입니다,,061-470-2579,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
2801,전남,영암군,군서면사무소,전라남도 영암군 군서면 왕인로 762,061-470-2537,,,061-470-6367,061-470-6367은 전남 영암군 군서면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
2802,전남,영암군,서호면사무소,전라남도 영암군 서호면 서호로 303,061-470-6214,061-470-6214은 전남 영암군 신북면 주민센터의 전화번호입니다,,061-470-6367,061-470-6367은 전남 영암군 군서면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
2803,전남,영암군,학산면사무소,전라남도 영암군 학산면 독천로 193-1,,,,061-470-6367,061-470-6367은 전남 영암군 군서면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
2812,전남,무안군,해제면사무소,전라남도 무안군 해제면 현해로 1693,061-450-4281,,,061-453-6079,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2814,전남,함평군,함평읍사무소,전라남도 함평군 함평읍 중앙길 132,061-320-3114,,,061-320-3858,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2829,전남,영광군,군서면사무소,전라남도 영광군 군서면 군서로2길 64,061-470-2537,,,061-470-6367,061-470-6367은 전남 영암군 군서면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
2830,전남,영광군,군남면사무소,전라남도 영광군 군남면 포천길 32,061-350-4954,,,061-470-6367,061-470-6367은 전남 영암군 군서면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
2843,전남,장성군,북이면행정복지센터,전라남도 장성군 북이면 사남북길 38,061-392-7333,,,061-983-0365,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2864,전남,신안군,지도읍사무소,전라남도 신안군 지도읍 읍내길 67-5,,,,061-240-8000,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2865,전남,신안군,압해읍사무소,전라남도 신안군 압해읍 압해로 876-22,061-271-0512,,,061-240-8000,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2866,전남,신안군,증도면사무소,전라남도 신안군 증도면 문준경길 188,061-271-7619,,,061-240-8000,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2867,전남,신안군,임자면사무소,전라남도 신안군 임자면 임자로 87-63,061-240-8233,,,061-240-8237,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2868,전남,신안군,자은면사무소,전라남도 신안군 자은면 구영1길 8,061-240-4005,061-240-4005은 전남 신안군 자은면 주민센터의 전화번호입니다,,061-240-8000,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
2869,전남,신안군,비금면사무소,전라남도 신안군 비금면 읍동길 29-6,061-240-8233,,,061-240-8237,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2870,전남,신안군,도초면사무소,전라남도 신안군 도초면 서남문로 1515-22,061-271-1004,,,061-240-8000,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2871,전남,신안군,흑산면사무소,전라남도 신안군 흑산면 진마을길 11,061-240-4008,061-240-4008은 전남 신안군 흑산면 주민센터의 전화번호입니다,,061-240-8237,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
2872,전남,신안군,하의면사무소,전라남도 신안군 하의면 곰실길 12,061-240-4009,061-240-4009은 전남 신안군 하의면 주민센터의 전화번호입니다,,061-240-8000,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
2873,전남,신안군,신의면사무소,전라남도 신안군 신의면 신의로 661,061-271-1004,,,061-240-8000,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2874,전남,신안군,장산면사무소,전라남도 신안군 장산면 장산중앙길 2,061-271-1004,,,061-240-8000,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2875,전남,신안군,안좌면사무소,전라남도 신안군 안좌면 중부로 872,061-271-1004,,,061-240-8000,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2876,전남,신안군,팔금면사무소,전라남도 신안군 팔금면 삼층석탑길 161,061-271-1004,,,061-240-8000,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2877,전남,신안군,암태면사무소,전라남도 신안군 암태면 장단고길 7-53,061-271-1004,,,061-240-8237,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2879,경북,포항시 남구,연일읍행정복지센터,경상북도 포항시 남구 연일읍 철강로 10,054-270-2313,,,054-249-2388,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2881,경북,포항시 남구,대송면행정복지센터,경상북도 포항시 남구 대송면 장동홍계길 19,054-480-7068,,,054-249-2388,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2882,경북,포항시 남구,동해면행정복지센터,경상북도 포항시 남구 동해면 일월로 66,054-270-6641,054-270-6641은 경북 포항시 남구 동해면 주민센터의 전화번호입니다,,054-249-2388,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
2885,경북,포항시 남구,상대동행정복지센터,경상북도 포항시 남구 상대로 98,054-270-6701,054-270-6701은 경북 포항시 남구 상대동 주민센터의 전화번호입니다,,054-550-6712,054-550-6712은 경북 문경시 점촌3동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
2886,경북,포항시 남구,해도동행정복지센터,경상북도 포항시 남구 상공로 235,,,,054-249-2388,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2887,경북,포항시 남구,송도동행정복지센터,경상북도 포항시 남구 송림로 25,054-270-6741,054-270-6741은 경북 포항시 남구 송도동 주민센터의 전화번호입니다,,054-249-2388,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
2888,경북,포항시 남구,청림동행정복지센터,경상북도 포항시 남구 신항로 10,,,,054-249-2388,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2889,경북,포항시 남구,제철동행정복지센터,경상북도 포항시 남구 인덕로 79,054-270-6761,054-270-6761은 경북 포항시 남구 제철동 주민센터의 전화번호입니다,,054-249-2388,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
2891,경북,포항시 남구,대이동행정복지센터,경상북도 포항시 남구 대이로 17,054-339-7460,,,054-550-6704,054-550-6704은 경북 문경시 산양면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
2894,경북,포항시 북구,청하면행정복지센터,경상북도 포항시 북구 청하면 청하로217번길 22,054-240-7610,054-240-7610은 경북 포항시 북구 청하면 주민센터의 전화번호입니다,,054-240-7933,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
2898,경북,포항시 북구,기북면행정복지센터,경상북도 포항시 북구 기북면 기북로 443,054-240-7690,054-240-7690은 경북 포항시 북구 기북면 주민센터의 전화번호입니다,,054-550-6704,054-550-6704은 경북 문경시 산양면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
2899,경북,포항시 북구,중앙동행정복지센터,경상북도 포항시 북구 학산로 54,,,,054-330-6813,054-330-6813은 경북 영천시 중앙동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
2902,경북,포항시 북구,용흥동행정복지센터,경상북도 포항시 북구 새마을로 20,054-246-0111,,,054-249-2388,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2903,경북,포항시 북구,우창동행정복지센터,경상북도 포항시 북구 우창동로 24,054-240-7833,,,054-249-2388,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2904,경북,포항시 북구,두호동행정복지센터,경상북도 포항시 북구 삼호로 260,054-240-7861,,,054-249-2388,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2905,경북,포항시 북구,장량동행정복지센터,경상북도 포항시 북구 장량로 50,054-240-7870,054-240-7870은 경북 포항시 북구 장량동 주민센터의 전화번호입니다,,054-231-7703,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
2906,경북,포항시 북구,환여동행정복지센터,경상북도 포항시 북구 삼호로 400,054-240-7890,054-240-7890은 경북 포항시 북구 환여동 주민센터의 전화번호입니다,,054-252-4408,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
2907,경북,경주시,감포읍행정복지센터,경상북도 경주시 감포읍 감포로8길 14-8,054-779-8003,054-779-8003은 경북 경주시 감포읍 주민센터의 전화번호입니다,,054-750-2937,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
2918,경북,경주시,천북면행정복지센터,경상북도 경주시 천북면 천북로 383,,,,054-783-9415,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2924,경북,경주시,월성동행정복지센터,경상북도 경주시 원화로 177,,,,054-231-7703,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2928,경북,경주시,불국동행정복지센터,경상북도 경주시 산업로 3008,,,,054-750-8519,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2929,경북,경주시,보덕동행정복지센터,경상북도 경주시 경감로 593,,,,054-745-2332,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2938,경북,김천시,감천면행정복지센터,경상북도 김천시 감천면 금감로 1552,054-650-6605,054-650-6605은 경북 예천군 감천면 주민센터의 전화번호입니다,,054-655-4141,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
2939,경북,김천시,조마면행정복지센터,경상북도 김천시 조마면 강곡1길 32,054-437-7006,,,054-231-7703,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
2940,경북,김천시,구성면행정복지센터,경상북도 김천시 구성면 상좌원1길 16,054-434-5296,054-434-5296은 경북 김천시 구성면 주민센터의 전화번호입니다,,054-432-9110,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
2947,경북,김천시,양금동행정복지센터,경상북도 김천시 강변로 178,054-432-2516,054-432-2516은 경북 김천시 양금동 주민센터의 전화번호입니다,,054-437-0097,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
2951,경북,김천시,율곡동행정복지센터,경상북도 김천시 혁신4로 21,054-434-5640,054-434-5640은 경북 김천시 율곡동 주민센터의 전화번호입니다,,054-432-9110,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
2953,경북,안동시,와룡면행정복지센터,경상북도 안동시 와룡면 퇴계로 823 ,054-857-2001,054-857-2001은 경북 안동시 와룡면 주민센터의 전화번호입니다,,054-840-4078,054-840-4078은 경북 안동시 와룡면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
2954,경북,안동시,북후면행정복지센터,경상북도 안동시 북후면 북평로 877 ,054-840-4101,,,054-840-4129,054-840-4129은 경북 안동시 북후면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
2956,경북,안동시,풍천면행정복지센터,경상북도 안동시 풍천면 지풍로 1471 ,054-853-2005,054-853-2005은 경북 안동시 풍천면 주민센터의 전화번호입니다,,054-880-4999,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
2957,경북,안동시,일직면행정복지센터,경상북도 안동시 일직면 중앙통길 12,054-858-4500,054-858-4500은 경북 안동시 일직면 주민센터의 전화번호입니다,,054-840-4279,054-840-4279은 경북 안동시 일직면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
2961,경북,안동시,길안면행정복지센터,경상북도 안동시 길안면 길안청송로 3,054-840-4453,,,054-840-4478,054-840-4478은 경북 안동시 길안면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
2970,경북,안동시,태화동행정복지센터,경상북도 안동시 태화중앙로 100,054-852-3404,054-852-3404은 경북 안동시 태화동 주민센터의 전화번호입니다,,054-840-4848,054-840-4848은 경북 안동시 태화동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
2971,경북,안동시,평화동행정복지센터,경상북도 안동시 평화3길 5,054-852-3927,054-852-3927은 경북 안동시 평화동 주민센터의 전화번호입니다,,054-840-4879,054-840-4879은 경북 안동시 평화동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
2976,경북,구미시,선산읍행정복지센터,경상북도 구미시 선산읍 선산중앙로 71-1,054-480-7871,054-480-7871은 경북 구미시 선산읍 주민센터의 전화번호입니다,,054-480-6971,054-480-6971은 경북 구미시 선산읍 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
2977,경북,구미시,고아읍행정복지센터,경상북도 구미시 고아읍 선산대로 980,054-480-7872,054-480-7872은 경북 구미시 고아읍 주민센터의 전화번호입니다,,054-480-6972,054-480-6972은 경북 구미시 고아읍 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
2981,경북,구미시,도개면행정복지센터,경상북도 구미시 도개면 도안로 103,054-480-7875,054-480-7875은 경북 구미시 도개면 주민센터의 전화번호입니다,,054-480-6975,054-480-6975은 경북 구미시 도개면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
2982,경북,구미시,해평면행정복지센터,경상북도 구미시 해평면 강동로 1672,054-480-7876,,,054-480-6976,054-480-6976은 경북 구미시 해평면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
2983,경북,구미시,장천면행정복지센터,경상북도 구미시 장천면 강동로 184,054-480-7878,054-480-7878은 경북 구미시 장천면 주민센터의 전화번호입니다,,054-480-6978,054-480-6978은 경북 구미시 장천면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
2984,경북,구미시,송정동주민센터,경상북도 구미시 송원동로 10,054-480-7879,054-480-7879은 경북 구미시 송정동 주민센터의 전화번호입니다,,054-452-5529,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
2985,경북,구미시,원평동주민센터,경상북도 구미시 구미중앙로25길 20,054-480-7880,054-480-7880은 경북 구미시 원평동 주민센터의 전화번호입니다,,054-480-6982,054-480-6982은 경북 구미시 원평동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
2986,경북,구미시,지산동주민센터,경상북도 구미시 선산대로 105,054-480-7882,054-480-7882은 경북 구미시 지산동 주민센터의 전화번호입니다,,054-480-6984,054-480-6984은 경북 구미시 지산동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
2987,경북,구미시,도량동주민센터,경상북도 구미시 문장로12길 1,054-480-7883,054-480-7883은 경북 구미시 도량동 주민센터의 전화번호입니다,,054-480-6985,054-480-6985은 경북 구미시 도량동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
2988,경북,구미시,선주원남동주민센터,경상북도 구미시 봉곡로 42,054-480-7884,054-480-7884은 경북 구미시 선주원남동 주민센터의 전화번호입니다,,054-480-6971,054-480-6971은 경북 구미시 선산읍 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
2991,경북,구미시,신평1동주민센터,경상북도 구미시 칠성로 32,054-480-7887,054-480-7887은 경북 구미시 신평1동 주민센터의 전화번호입니다,,054-480-6989,054-480-6989은 경북 구미시 신평1동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
2992,경북,구미시,신평2동주민센터,경상북도 구미시 신비로7길 9,054-480-7888,054-480-7888은 경북 구미시 신평2동 주민센터의 전화번호입니다,,054-639-7489,054-639-7489은 경북 영주시 평은면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
2994,경북,구미시,공단동주민센터,경상북도 구미시 1공단로 198-8,054-480-7891,054-480-7891은 경북 구미시 공단동 주민센터의 전화번호입니다,,054-480-6993,054-480-6993은 경북 구미시 공단동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
2995,경북,구미시,광평동주민센터,경상북도 구미시 광평길 55,054-480-7892,054-480-7892은 경북 구미시 광평동 주민센터의 전화번호입니다,,054-462-1702,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
2997,경북,구미시,임오동주민센터,경상북도 구미시 임은길 61,054-480-7894,054-480-7894은 경북 구미시 임오동 주민센터의 전화번호입니다,,054-480-6981,054-480-6981은 경북 구미시 송정동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
2998,경북,구미시,인동동주민센터,경상북도 구미시 인동15길 42,054-480-7895,054-480-7895은 경북 구미시 인동동 주민센터의 전화번호입니다,,054-480-6997,054-480-6997은 경북 구미시 인동동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3000,경북,구미시,양포동주민센터,경상북도 구미시 산호대로35길 6,054-480-7897,054-480-7897은 경북 구미시 양포동 주민센터의 전화번호입니다,,054-480-6990,054-480-6990은 경북 구미시 신평2동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3001,경북,영주시,풍기읍행정복지센터,경상북도 영주시 풍기읍 남원로 80,054-636-3001,054-636-3001은 경북 영주시 풍기읍 주민센터의 전화번호입니다,,054-639-7439,054-639-7439은 경북 영주시 풍기읍 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3002,경북,영주시,이산면행정복지센터,경상북도 영주시 이산면 이산로 201,054-632-3265,054-632-3265은 경북 영주시 이산면 주민센터의 전화번호입니다,,054-639-7469,054-639-7469은 경북 영주시 이산면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3003,경북,영주시,평은면행정복지센터,경상북도 영주시 평은면 신평로 29,054-637-4301,054-637-4301은 경북 영주시 평은면 주민센터의 전화번호입니다,,054-639-7489,054-639-7489은 경북 영주시 평은면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3004,경북,영주시,문수면행정복지센터,경상북도 영주시 문수면 문수로1363번길 35,054-637-2101,054-637-2101은 경북 영주시 문수면 주민센터의 전화번호입니다,,054-639-7519,054-639-7519은 경북 영주시 문수면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3006,경북,영주시,안정면행정복지센터,경상북도 영주시 안정면 신재로 537,054-634-2729,054-634-2729은 경북 영주시 안정면 주민센터의 전화번호입니다,,054-639-7579,054-639-7579은 경북 영주시 안정면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3009,경북,영주시,단산면행정복지센터,경상북도 영주시 단산면 옥대로 36 ,054-633-3002,054-633-3002은 경북 영주시 단산면 주민센터의 전화번호입니다,,054-632-1714,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3016,경북,영주시,휴천2동행정복지센터,경상북도 영주시 대학로 22 ,054-635-3310,054-635-3310은 경북 영주시 휴천2동 주민센터의 전화번호입니다,,054-639-7919,054-639-7919은 경북 영주시 휴천2동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
