연번,시도,시군구,읍면동,주    소,전화번호,실제 기관명,올바른 전화번호,팩스번호,실제 기관명,올바른 팩스번호,팩스전송결과(250711),,
1912,강원,횡성군,둔내면행정복지센터,강원특별자치도 횡성군 둔내면 둔내로51번길 17,033-340-2774,,,033-250-3905,,,성공,,b
1913,강원,횡성군,갑천면행정복지센터,강원특별자치도 횡성군 갑천면 청정로 295,033-340-2803,,,033-250-3923,,,성공,,a
1914,강원,횡성군,청일면행정복지센터,강원특별자치도 횡성군 청일면 유동로 17,033-340-2606,,,033-562-0114,,,성공,,b
1915,강원,횡성군,공근면행정복지센터,강원특별자치도 횡성군 공근면 학담시장길 11,033-340-2862,,,,,,#N/A,,a
1916,강원,횡성군,서원면행정복지센터,강원특별자치도 횡성군 서원면 서원로 161,033-340-2914,,,033-250-3923,,,성공,,b
1917,강원,횡성군,강림면행정복지센터,강원특별자치도 횡성군 강림면 태종로 42,033-340-2609,,,,,,#N/A,,a
1918,강원,영월군,영월읍사무소,강원특별자치도 영월군 영월읍 단종로 48-8,033-370-2601,,,033-370-2448,,,성공,,b
1919,강원,영월군,상동읍사무소,강원특별자치도 영월군 상동읍 태백산로 3189,033-378-3001,,,,,,#N/A,,a
1920,강원,영월군,산솔면사무소,강원특별자치도 영월군 산솔면 태백산로 1202,,,,033-123-4567,,,연결끊김 ,,b
1921,강원,영월군,김삿갓면사무소,강원특별자치도 영월군 김삿갓면 옥동장터길 36,033-370-2984,,,033-372-9001,,,연결끊김 ,,a
1922,강원,영월군,북면사무소,강원특별자치도 영월군 북면 봉래산로 987,033-460-2321,,,033-670-2669,,,성공,,b
1923,강원,영월군,남면사무소,강원특별자치도 영월군 남면 연당로 47-6,033-460-2321,,,033-562-0114,,,성공,,a
1924,강원,영월군,한반도면사무소,강원특별자치도 영월군 한반도면 신천길 6-6,033-372-6001,,,033-370-2670,,,연결끊김 ,,b
1925,강원,영월군,무릉도원면사무소,강원특별자치도 영월군 무릉도원면 무릉길 70-6,,,,033-731-0726,,,성공,,a
1926,강원,영월군,주천면사무소,강원특별자치도 영월군 주천면 주천로 103,033-372-7001,,,,,,#N/A,,b
1927,강원,평창군,평창읍사무소(임시청사),강원특별자치도 평창군 평창읍 백오로 177 (임시청사),033-330-2601,,,033-330-2828,,,성공,,a
1928,강원,평창군,미탄면사무소,강원특별자치도 평창군 미탄면 청옥산1길 1,033-330-2602,,,033-330-2642,,,연결끊김 ,,b
1929,강원,평창군,방림면사무소,강원특별자치도 평창군 방림면 서동로 1337,033-330-2603,,,033-330-2643,,,성공,,a
1930,강원,평창군,대화면사무소,강원특별자치도 평창군 대화면 남산1길 28,033-330-2604,,,033-330-2644,,,성공,,b
1931,강원,평창군,봉평면사무소,강원특별자치도 평창군 봉평면 기풍4길 10,033-330-2605,,,033-330-2645,,,성공,,a
1932,강원,평창군,용평면사무소,강원특별자치도 평창군 용평면 경강로 2027,033-330-2606,,,033-330-2646,,,성공,,b
1933,강원,평창군,진부면사무소,강원특별자치도 평창군 진부면 석두산2길 13,033-330-2607,,,033-330-2647,,,연결끊김 ,,a
1934,강원,평창군,대관령면사무소,강원특별자치도 평창군 대관령면 대관령로 83,033-330-2608,,,033-330-2648,,,성공,,b
1935,강원,정선군,정선읍행정복지센터,강원특별자치도 정선군 정선읍 정선로 1331,033-560-2603,,,033-562-0114,,,성공,,a
1936,강원,정선군,고한읍행정복지센터,강원특별자치도 정선군 고한읍 고한2길 1,033-560-2613,,,033-562-0114,,,성공,,b
1937,강원,정선군,사북읍행정복지센터,강원특별자치도 정선군 사북읍 사북중앙로 65,033-250-3609,,,033-562-0114,,,성공,,a
1938,강원,정선군,신동읍행정복지센터,강원특별자치도 정선군 신동읍 예미1길 1,033-560-2637,,,033-562-0114,,,성공,,b
1939,강원,정선군,화암면행정복지센터,강원특별자치도 정선군 화암면 그림바위길 40,033-560-4062,,,033-562-0114,,,성공,,a
1940,강원,정선군,남면행정복지센터,강원특별자치도 정선군 남면 칠현로 80,033-250-3606,,,033-562-0114,,,성공,,b
1941,강원,정선군,여량면행정복지센터,강원특별자치도 정선군 여량면 서동로 2885,033-560-2666,,,033-562-0114,,,성공,,a
1942,강원,정선군,북평면행정복지센터,강원특별자치도 정선군 북평면 북평6길 36,033-539-8087,,,033-562-0114,,,성공,,b
1943,강원,정선군,임계면행정복지센터,강원특별자치도 정선군 임계면 서동로 4575,033-560-2990,,,033-562-0114,,,성공,,a
1944,강원,철원군,철원읍사무소,강원특별자치도 철원군 철원읍 금학로330번길 12,033-450-5601,,,,,,#N/A,,b
1945,강원,철원군,김화읍사무소,강원특별자치도 철원군 김화읍 호국로 6510,033-450-5812,,,,,,#N/A,,a
1946,강원,철원군,갈말읍사무소,강원특별자치도 철원군 갈말읍 명성로 178,033-452-7800,,,033-450-5603,,,연결끊김 ,,b
1947,강원,철원군,동송읍행정복지센터,강원특별자치도 철원군 동송읍 이평로 133,,,,033-450-5604,,,연결끊김 ,,a
1948,강원,철원군,서면사무소,강원특별자치도 철원군 서면 신술2길 40,033-250-3608,,,,,,#N/A,,b
1949,강원,철원군,근남면사무소,강원특별자치도 철원군 근남면 하오재로 2050,033-450-5606,,,033-452-0088,,,응답없음,,a
1950,강원,화천군,화천읍사무소,강원특별자치도 화천군 화천읍 중앙로9길 9,033-440-2641,,,,,,#N/A,,b
1951,강원,화천군,간동면사무소,강원특별자치도 화천군 간동면 파로호로 919,033-442-5301,,,,,,#N/A,,a
1952,강원,화천군,하남면사무소,강원특별자치도 화천군 하남면 원천새싹길 6,,,,,,,#N/A,,b
1953,강원,화천군,상서면사무소,강원특별자치도 화천군 상서면 하양지길 39,033-440-2644,,,,,,#N/A,,a
1954,강원,화천군,사내면사무소,강원특별자치도 화천군 사내면 사내로 11,033-440-2645,,,,,,#N/A,,b
1955,강원,양구군,양구읍사무소,강원특별자치도 양구군 양구읍 관공서로 18,033-639-2065,,,033-769-2611,,,라인혼잡,,a
1956,강원,양구군,국토정중앙면사무소,강원특별자치도 양구군 국토정중앙면 삼팔선로 9,033-480-4711,,,,,,#N/A,,b
1957,강원,양구군,동면사무소,강원특별자치도 양구군 동면 금강산로 1693,033-250-3602,,,033-250-3902,,,성공,,a
1958,강원,양구군,방산면사무소,강원특별자치도 양구군 방산면 장거리길 21,033-480-4860,,,033-480-4861,,,차단번호(블럭),,b
1959,강원,양구군,해안면사무소,강원특별자치도 양구군 해안면 펀치볼로 1307,033-480-4911,,,,,,#N/A,,a
1960,강원,인제군,인제읍행정복지센터,강원특별자치도 인제군 인제읍 인제로205번길 9,033-460-2311,,,033-462-0660,,,성공,,b
1961,강원,인제군,남면행정복지센터,강원특별자치도 인제군 남면 신남로58번길 37,033-250-3606,,,033-562-0114,,,성공,,a
1962,강원,인제군,북면행정복지센터,강원특별자치도 인제군 북면 금강로 55,033-460-2311,,,,,,#N/A,,b
1963,강원,인제군,기린면행정복지센터,강원특별자치도 인제군 기린면 기린로42번길 9,033-460-2331,,,033-250-3923,,,성공,,a
1964,강원,인제군,서화면행정복지센터,강원특별자치도 인제군 서화면 천도로78번길 16,033-460-2341,,,033-460-2351,,,라인혼잡,,b
1965,강원,인제군,상남면행정복지센터,강원특별자치도 인제군 상남면 상남로38번길 10,033-460-2351,,,,,,#N/A,,a
1966,강원,고성군,현내면사무소,강원특별자치도 고성군 현내면 한나루로 67,033-680-3114,,,033-249-4091,,,성공,,b
1967,강원,고성군,거진읍행정복지센터,강원특별자치도 고성군 거진읍 자산천로 240,033-682-1001,,,,,,#N/A,,a
1968,강원,고성군,간성읍행정복지센터,강원특별자치도 고성군 간성읍 간성로67번길 14,033-680-3114,,,033-250-3923,,,성공,,b
1969,강원,고성군,죽왕면사무소,강원특별자치도 고성군 죽왕면 오호길 11,033-633-9484,,,033-680-3172,,,전화번호오류,,a
1970,강원,고성군,토성면행정복지센터,강원특별자치도 고성군 토성면 천진해변길 88,033-632-6001,,,033-250-3923,,,성공,,b
1971,강원,양양군,양양읍행정복지센터,강원특별자치도 양양군 양양읍 관아길 32,033-670-2616,,,033-670-2639,,,성공,,a
1972,강원,양양군,서면행정복지센터,강원특별자치도 양양군 서면 물윗구미길 5,033-250-3608,,,033-250-3908,,,성공,,b
1973,강원,양양군,손양면행정복지센터,강원특별자치도 양양군 손양면 손중로 209,033-670-2631,,,,,,#N/A,,a
1974,강원,양양군,현북면행정복지센터,강원특별자치도 양양군 현북면 하조대1길 41-8,033-670-2387,,,,,,#N/A,,b
1975,강원,양양군,현남면행정복지센터,강원특별자치도 양양군 현남면 인구중앙길 45,033-670-2699,,,033-250-3923,,,성공,,a
1976,강원,양양군,강현면행정복지센터,강원특별자치도 양양군 강현면 동해대로 3509,033-670-2787,,,033-670-2517,,,성공,,b
1977,충북,청주시 상당구,낭성면 행정복지센터,충청북도 청주시 상당구 낭성면 낭성시내길 21,043-201-5502,,,043-201-5509,,,전화번호오류,,a
1978,충북,청주시 상당구,미원면 행정복지센터,충청북도 청주시 상당구 미원면 단재로 2472,043-201-5598,,,,,,#N/A,,b
1979,충북,청주시 상당구,가덕면 행정복지센터,충청북도 청주시 상당구 가덕면 보청대로 4646,043-277-2114,,,043-277-0307,,,성공,,a
1980,충북,청주시 상당구,남일면 행정복지센터,충청북도 청주시 상당구 남일면 단재로 501,043-201-5652,,,,,,#N/A,,b
1981,충북,청주시 상당구,문의면 행정복지센터,충청북도 청주시 상당구 문의면 문의시내1길 8-15,043-201-5702,,,043-220-3019,,,성공,,a
1982,충북,청주시 상당구,중앙동 행정복지센터,충청북도 청주시 상당구 교서로 32번길 31 (북문로2가),,,,043-645-8105,,,연결끊김 ,,b
1983,충북,청주시 상당구,성안동 행정복지센터,충청북도 청주시 상당구 대성로 72 (서운동),043-201-5782,,,,,,#N/A,,a
1984,충북,청주시 상당구,탑대성동 행정복지센터,충청북도 청주시 상당구 당산로 9 (대성동),043-277-2114,,,,,,#N/A,,b
1985,충북,청주시 상당구,영운동 행정복지센터,충청북도 청주시 상당구 단재로 129 (영운동),043-201-5842,,,043-297-6551,,,성공,,a
1986,충북,청주시 상당구,금천동 행정복지센터,충청북도 청주시 상당구 쇠내로 50 (금천동),043-201-5872,,,,,,#N/A,,b
1987,충북,청주시 상당구,용담ㆍ명암ㆍ산성동 행정복지센터,충청북도 청주시 상당구 교동로 149 (용담동),043-201-5902,,,,,,#N/A,,a
1988,충북,청주시 상당구,용암제1동 행정복지센터,충청북도 청주시 상당구 중흥로 29 (용암동),043-201-5932,,,,,,#N/A,,b
1989,충북,청주시 상당구,용암제2동 행정복지센터,충청북도 청주시 상당구 무농정로 47 (용암동),,,,,,,#N/A,,a
1990,충북,청주시 서원구,남이면 행정복지센터,충청북도 청주시 서원구 남이면 척산길 7,,,,,,,#N/A,,b
1991,충북,청주시 서원구,현도면 행정복지센터,충청북도 청주시 서원구 현도면 선동1길 9,043-201-6552,,,,,,#N/A,,a
1992,충북,청주시 서원구,사직제1동 행정복지센터,충청북도 청주시 서원구 대원로 45 (사직동),043-232-0505,,,043-220-3019,,,성공,,b
1993,충북,청주시 서원구,사직제2동 행정복지센터,충청북도 청주시 서원구 충렬로53번길 31 (사직동),043-201-6632,,,,,,#N/A,,a
1994,충북,청주시 서원구,사창동 행정복지센터,충청북도 청주시 서원구 내수동로 108 (사창동),043-277-2114,,,043-277-0307,,,성공,,b
1995,충북,청주시 서원구,모충동 행정복지센터,충청북도 청주시 서원구 모충로124번길 25 (모충동),043-201-6692,,,043-287-1237,,,성공,,a
1996,충북,청주시 서원구,산남동 행정복지센터,충청북도 청주시 서원구 안뜸로12번길 42 (분평동),043-201-6722,,,,,,#N/A,,b
1997,충북,청주시 서원구,분평동 행정복지센터,충청북도 청주시 서원구 분평로 35 (분평동),043-201-6752,,,,,,#N/A,,a
1998,충북,청주시 서원구,수곡제1동 행정복지센터,충청북도 청주시 서원구 구룡산로 322 (수곡동),043-201-6782,,,,,,#N/A,,b
1999,충북,청주시 서원구,수곡제2동 행정복지센터,충청북도 청주시 서원구 수곡로 61 (수곡동),043-201-6812,,,,,,#N/A,,a
2000,충북,청주시 서원구,성화ㆍ개신ㆍ죽림동 행정복지센터,충청북도 청주시 서원구 성봉로 128 (성화동),043-201-6842,,,043-201-6859,,,연결끊김 ,,b
2001,충북,청주시 흥덕구,오송읍 행정복지센터,충청북도 청주시 흥덕구 오송읍 가로수로 174,043-871-3114,,,043-719-0041,,,성공,,a
2002,충북,청주시 흥덕구,강내면 행정복지센터,충청북도 청주시 흥덕구 강내면 태성탑연로 433,043-277-2114,,,,,,#N/A,,b
2003,충북,청주시 흥덕구,옥산면 행정복지센터,충청북도 청주시 흥덕구 옥산면 옥산시내1길 43,043-277-2114,,,043-277-0307,,,성공,,a
2004,충북,청주시 흥덕구,운천ㆍ신봉동 행정복지센터,충청북도 청주시 흥덕구 사운로 216 (운천동),,,,,,,#N/A,,b
2005,충북,청주시 흥덕구,복대제1동 행정복지센터,충청북도 청주시 흥덕구 증안로 86 (복대동),043-201-7732,,,043-220-2009,,,성공,,a
2006,충북,청주시 흥덕구,복대제2동 행정복지센터,충청북도 청주시 흥덕구 신율로103번길 42 (복대동),043-277-2114,,,043-201-7762,,,연결끊김 ,,b
2007,충북,청주시 흥덕구,가경동 행정복지센터,충청북도 청주시 흥덕구 풍년로180번길 25-2 (가경동),043-201-7792,,,043-201-7818,,,성공,,a
2008,충북,청주시 흥덕구,봉명제1동 행정복지센터,충청북도 청주시 흥덕구 직지대로620번길 70 (봉명동),043-201-7822,,,043-201-7852,,,연결끊김 ,,b
2009,충북,청주시 흥덕구,봉명제2ㆍ송정동 행정복지센터,충청북도 청주시 흥덕구 주현로41번길 18 (봉명동),043-201-7852,,,,,,#N/A,,a
2010,충북,청주시 흥덕구,강서제1동 행정복지센터,충청북도 청주시 흥덕구 가로수로 1164 (강서동),043-201-7882,,,043-210-0119,,,성공,,b
2011,충북,청주시 흥덕구,강서제2동 행정복지센터,충청북도 청주시 흥덕구 송화로108번길 95(송절동),,,,043-201-7912,,,연결끊김 ,,a
2012,충북,청주시 청원구,오창읍 행정복지센터,충청북도 청주시 청원구 오창읍 두릉유리로 1137-1,,,,,,,#N/A,,b
2013,충북,청주시 청원구,내수읍 행정복지센터,충청북도 청주시 청원구 내수읍 마산3길 49,043-277-2114,,,043-277-0307,,,성공,,a
2014,충북,청주시 청원구,북이면 행정복지센터,충청북도 청주시 청원구 북이면 신대석성로 10,043-201-8652,,,,,,#N/A,,b
2015,충북,청주시 청원구,우암동 행정복지센터,충청북도 청주시 청원구 향군로 34 (우암동),,,,,,,#N/A,,a
2016,충북,청주시 청원구,내덕제1동 행정복지센터,충청북도 청주시 청원구 새터로 71 (내덕동),043-201-8732,,,,,,#N/A,,b
2017,충북,청주시 청원구,내덕제2동 행정복지센터,충청북도 청주시 청원구 충청대로 28 (내덕동),043-201-8762,,,,,,#N/A,,a
2018,충북,청주시 청원구,율량ㆍ사천동 행정복지센터,충청북도 청주시 청원구 충청대로107번길 52 (율량동),043-201-4732,,,,,,#N/A,,b
2019,충북,청주시 청원구,오근장동 행정복지센터,충청북도 청주시 청원구 팔결로 121 (오동동),043-201-8652,,,043-277-0307,,,성공,,a
2020,충북,충주시,주덕읍행정복지센터,충청북도 충주시 주덕읍 신덕로 1359,043-850-2300,,,,,,#N/A,,b
2021,충북,충주시,살미면행정복지센터,충청북도 충주시 살미면 세성양지말길 41,043-850-2311,,,,,,#N/A,,a
2022,충북,충주시,수안보면행정복지센터,충청북도 충주시 수안보면 관동길 9-9,043-850-2321,,,043-841-6200,,,연결끊김,,b
2023,충북,충주시,대소원면행정복지센터,충청북도 충주시 대소원면 대소원1길 29,043-850-2331,,,,,,#N/A,,a
2024,충북,충주시,신니면행정복지센터,충청북도 충주시 신니면 신덕로 780,043-850-2340,,,,,,#N/A,,b
2025,충북,충주시,노은면행정복지센터,충청북도 충주시 노은면 연하중앙길 15,043-850-2350,,,,,,#N/A,,a
2026,충북,충주시,앙성면행정복지센터,충청북도 충주시 앙성면 가곡로 1005,043-850-2360,,,,,,#N/A,,b
2027,충북,충주시,중앙탑면행정복지센터,충청북도 충주시 중앙탑면 중앙탑길 247,043-850-2370,,,043-297-6241,,,성공,,a
2028,충북,충주시,금가면행정복지센터,충청북도 충주시 금가면 강수로 331,043-871-3114,,,,,,#N/A,,b
2029,충북,충주시,동량면행정복지센터,충청북도 충주시 동량면 조돈안길 1,043-850-2401,,,043-855-8866,,,성공,,a
2030,충북,충주시,산척면행정복지센터,충청북도 충주시 산척면 동산로 736,043-850-2401,,,,,,#N/A,,b
2031,충북,충주시,엄정면행정복지센터,충청북도 충주시 엄정면 내창로 185,043-850-2410,,,043-852-8825,,,성공,,a
2032,충북,충주시,소태면행정복지센터,충청북도 충주시 소태면 쟁골1길 1,,,,043-830-2602,,,연결끊김 ,,b
2033,충북,충주시,성내충인동행정복지센터,충청북도 충주시 충인6길 46,043-850-2431,,,,,,#N/A,,a
2034,충북,충주시,교현·안림동행정복지센터,충청북도 충주시 금봉대로 410,043-850-2441,,,043-841-6200,,,연결끊김,,b
2035,충북,충주시,교현2동행정복지센터,충청북도 충주시 대흥길 46,043-850-2450,,,,,,#N/A,,a
2036,충북,충주시,용산동행정복지센터,충청북도 충주시 거룡6길 35,043-850-2461,,,,,,#N/A,,b
2037,충북,충주시,지현동행정복지센터,충청북도 충주시 지현천변1길 41,043-850-2431,,,,,,#N/A,,a
2038,충북,충주시,문화동행정복지센터,충청북도 충주시 사직산6길 46,,,,043-220-4119,,,응답없음,,b
2039,충북,충주시,호암직동행정복지센터,충청북도 충주시 호암토성3길 5,043-850-2491,,,,,,#N/A,,a
2040,충북,충주시,달천동행정복지센터,충청북도 충주시 충원대로 211,,,,,,,#N/A,,b
2041,충북,충주시,봉방동행정복지센터,충청북도 충주시 봉방2길 27,043-850-2710,,,043-847-0903,,,성공,,a
2042,충북,충주시,칠금금릉동행정복지센터,충청북도 충주시 칠금중앙로 37,043-850-2720,,,,,,#N/A,,b
2043,충북,충주시,연수동행정복지센터,충청북도 충주시 예성로 344,043-850-8953,,,,,,#N/A,,a
2044,충북,충주시,목행용탄동행정복지센터,충청북도 충주시 행정5길 21,043-850-2740,,,043-845-1236,,,성공,,b
2045,충북,제천시,봉양읍행정복지센터,충청북도 제천시 봉양읍 주포로 83,043-641-4025,,,043-648-1301,,,연결끊김,,a
2046,충북,제천시,금성면행정복지센터,충청북도 제천시 금성면 청풍호로 1045,,,,,,,#N/A,,b
2047,충북,제천시,청풍면행정복지센터,충청북도 제천시 청풍면 청풍호로 2115,043-648-0301,,,043-648-0911,,,연결끊김 ,,a
2048,충북,제천시,수산면행정복지센터,충청북도 제천시 수산면 월악로26길 39,043-648-5301,,,043-647-8417,,,성공,,b
2049,충북,제천시,덕산면행정복지센터,충청북도 제천시 덕산면 약초로 59,,,,,,,#N/A,,a
2050,충북,제천시,한수면행정복지센터,충청북도 제천시 한수면 미륵송계로8길 26,,,,043-540-4211,,,연결끊김 ,,b
2051,충북,제천시,백운면행정복지센터,충청북도 제천시 백운면 애련로 13,043-652-6301,,,,,,#N/A,,a
2052,충북,제천시,송학면행정복지센터,충청북도 제천시 송학면 시곡포전로1길 14-2,,,,043-642-7301,,,연결끊김 ,,b
2053,충북,제천시,교동행정복지센터,충청북도 제천시 장락로 43,043-645-8101,,,,,,#N/A,,a
2054,충북,제천시,의림지동행정복지센터,충청북도 제천시 의림대로42길 34,043-220-2001,,,043-220-2009,,,성공,,b
2055,충북,제천시,중앙동행정복지센터,충청북도 제천시 독순로 61,,,,043-645-8105,,,연결끊김 ,,a
2056,충북,제천시,남현동행정복지센터,충청북도 제천시 의병대로 147,,,,,,,#N/A,,b
2057,충북,제천시,영서동행정복지센터,충청북도 제천시 동명로 11,043-645-8112,,,,,,#N/A,,a
2058,충북,제천시,용두동행정복지센터,충청북도 제천시 용두대로17길 8,,,,043-645-8106,,,연결끊김 ,,b
2059,충북,제천시,신백동행정복지센터,충청북도 제천시 의병대로34길 50,043-645-8107,,,043-642-4279,,,연결끊김 ,,a
2060,충북,제천시,청전동행정복지센터,충청북도 제천시 의림대로 241,043-645-8109,,,,,,#N/A,,b
2061,충북,제천시,화산동행정복지센터,충청북도 제천시 내토로 521,043-645-8110,,,,,,#N/A,,a
2062,충북,보은군,보은읍행정복지센터,충청북도 보은군 보은읍 삼산로 50,043-540-4002,,,,,,#N/A,,b
2063,충북,보은군,속리산면행정복지센터,충청북도 보은군 속리산면 법주사로 12,043-540-4061,,,,,,#N/A,,a
2064,충북,보은군,장안면행정복지센터,충청북도 보은군 장안면 장안로 37 ,043-540-4091,,,,,,#N/A,,b
2065,충북,보은군,마로면행정복지센터,충청북도 보은군 마로면 관기송현로 103,043-540-4121,,,,,,#N/A,,a
2066,충북,보은군,탄부면행정복지센터,충청북도 보은군 탄부면 하장2길 15,043-540-4151,,,,,,#N/A,,b
2067,충북,보은군,삼승면행정복지센터,충청북도 보은군 삼승면 안내삼승로 687,043-540-4181,,,,,,#N/A,,a
2068,충북,보은군,수한면행정복지센터,충청북도 보은군 수한면 후평바리미길 13,043-540-4211,,,,,,#N/A,,b
2069,충북,보은군,회남면행정복지센터,충청북도 보은군 회남면 회남로 1901 ,043-540-4241,,,,,,#N/A,,a
2070,충북,보은군,회인면행정복지센터,충청북도 보은군 회인면 회인로 81,043-540-4271,,,,,,#N/A,,b
2071,충북,보은군,내북면행정복지센터,충청북도 보은군 내북면 남부로 6270,043-540-4301,,,,,,#N/A,,a
2072,충북,보은군,산외면행정복지센터,충청북도 보은군 산외면 구티길 65,043-540-4331,,,,,,#N/A,,b
2073,충북,옥천군,옥천읍행정복지센터,충청북도 옥천군 옥천읍 동부로 15 ,043-730-3001,,,043-731-1986,,,성공,,a
2074,충북,옥천군,동이면행정복지센터,충청북도 옥천군 동이면 평산4길 2,043-871-3114,,,043-731-1986,,,성공,,b
2075,충북,옥천군,안남면행정복지센터,충청북도 옥천군 안남면 연주길 46 ,043-730-4543,,,043-731-1986,,,성공,,a
2076,충북,옥천군,안내면행정복지센터,충청북도 옥천군 안내면 현리길 66 ,043-871-3114,,,043-220-3019,,,성공,,b
2077,충북,옥천군,청성면행정복지센터,충청북도 옥천군 청성면 산계길 53 ,043-730-3001,,,,,,#N/A,,a
2078,충북,옥천군,청산면행정복지센터,충청북도 옥천군 청산면 지전1길 29 ,043-733-3002,,,,,,#N/A,,b
2079,충북,옥천군,이원면행정복지센터,충청북도 옥천군 이원면 신흥1길 14 ,043-730-3001,,,043-238-8877,,,성공,,a
2080,충북,옥천군,군서면행정복지센터,충청북도 옥천군 군서면 성왕로 540 ,,,,043-731-1986,,,성공,,b
2081,충북,옥천군,군북면행정복지센터,충청북도 옥천군 군북면 이백길 8,043-730-4782,,,,,,#N/A,,a
2082,충북,영동군,영동읍행정복지센터,충청북도 영동군 영동읍 영동황간로 15,043-743-3002,,,,,,#N/A,,b
2083,충북,영동군,용산면행정복지센터,충청북도 영동군 용산면 용산로 324,043-742-9301,,,,,,#N/A,,a
2084,충북,영동군,황간면행정복지센터,충청북도 영동군 황간면 남성2길 11,043-742-4427,,,,,,#N/A,,b
2085,충북,영동군,추풍령면행정복지센터,충청북도 영동군 추풍령면 추풍령로4길 27,043-742-2781,,,043-744-2506,,,연결끊김 ,,a
2086,충북,영동군,매곡면행정복지센터,충청북도 영동군 매곡면 민주지산로 3595,043-881-3000,,,,,,#N/A,,b
2087,충북,영동군,상촌면행정복지센터,충청북도 영동군 상촌면 민주지산로 3017,043-740-5805,,,,,,#N/A,,a
2088,충북,영동군,양강면행정복지센터,충청북도 영동군 양강면 괴목로 17,043-744-0883,,,,,,#N/A,,b
2089,충북,영동군,용화면행정복지센터,충청북도 영동군 용화면 민주지산로 111,043-743-4771,,,,,,#N/A,,a
2090,충북,영동군,학산면행정복지센터,충청북도 영동군 학산면 서산로 76,043-740-5867,,,,,,#N/A,,b
2091,충북,영동군,양산면행정복지센터,충청북도 영동군 양산면 학산양산로 317,043-744-0883,,,043-743-9028,,,연결끊김,,a
2092,충북,영동군,심천면행정복지센터,충청북도 영동군 심천면 심천로 104,043-220-2352,,,,,,#N/A,,b
2093,충북,증평군,증평읍행정복지센터,충청북도 증평군 증평읍 광장로 88 ,043-835-3261,,,,,,#N/A,,a
2094,충북,증평군,도안면행정복지센터,충청북도 증평군 도안면 문화마을길 8,,,,,,,#N/A,,b
2095,충북,진천군,진천읍행정복지센터,충청북도 진천군 진천읍 상산로 65,043-539-8301,,,043-537-0841,,,연결끊김 ,,a
2096,충북,진천군,덕산읍행정복지센터,충청북도 진천군 덕산읍 덕금로 829,043-871-3114,,,043-537-0842,,,전화번호오류,,b
2097,충북,진천군,초평면행정복지센터,충청북도 진천군 초평면 초동로 45-6,043-532-6601,,,043-532-9103,,,성공,,a
2098,충북,진천군,문백면행정복지센터,충청북도 진천군 문백면 옥성1길 21,043-539-8774,,,043-532-9104,,,성공,,b
2099,충북,진천군,백곡면행정복지센터,충청북도 진천군 백곡면 장터길 15-10,043-537-0845,,,,,,#N/A,,a
2100,충북,진천군,이월면행정복지센터,충청북도 진천군 이월면 진광로 729,043-539-8776,,,,,,#N/A,,b
2101,충북,진천군,광혜원면행정복지센터,충청북도 진천군 광혜원면 화랑길 86,043-539-8777,,,043-537-0847,,,연결끊김 ,,a
2102,충북,괴산군,괴산읍행정복지센터,충청북도 괴산군 괴산읍 읍내로13길 50,043-830-2402,,,043-832-8929,,,응답없음,,b
2103,충북,괴산군,감물면행정복지센터,충청북도 괴산군 감물면 충민로신대길 13,043-834-7008,,,043-834-7009,,,성공,,a
2104,충북,괴산군,장연면행정복지센터,충청북도 괴산군 장연면 미선로오가5길 7,,,,,,,#N/A,,b
2105,충북,괴산군,연풍면행정복지센터,충청북도 괴산군 연풍면 향교로 71,043-832-1414,,,043-830-2472,,,연결끊김 ,,a
2106,충북,괴산군,칠성면행정복지센터,충청북도 괴산군 칠성면 도정로 61,043-832-1414,,,043-832-2534,,,성공,,b
2107,충북,괴산군,문광면행정복지센터,충청북도 괴산군 문광면 광덕길 27,043-830-2419,,,,,,#N/A,,a
2108,충북,괴산군,청천면행정복지센터,충청북도 괴산군 청천면 괴산로 1342-1,043-834-7008,,,043-220-3019,,,성공,,b
2109,충북,괴산군,청안면행정복지센터,충청북도 괴산군 청안면 청안읍내로2길 7,043-836-9301,,,043-836-9300,,,성공,,a
2110,충북,괴산군,사리면행정복지센터,충청북도 괴산군 사리면 사리로 242,043-836-7301,,,,,,#N/A,,b
2111,충북,괴산군,소수면행정복지센터,충청북도 괴산군 소수면 소수로 151,043-834-7008,,,043-834-7009,,,성공,,a
2112,충북,괴산군,불정면행정복지센터,충청북도 괴산군 불정면 목도로2길 11,,,,043-830-2419,,,연결끊김 ,,b
2113,충북,음성군,음성읍행정복지센터,충청북도 음성군 음성읍 예술로 106,043-871-3114,,,,,,#N/A,,a
2114,충북,음성군,금왕읍행정복지센터,충청북도 음성군 금왕읍 무극로 221,043-277-5555,,,043-277-5800,,,성공,,b
2115,충북,음성군,소이면행정복지센터,충청북도 음성군 소이면 소이로 409,,,,,,,#N/A,,a
2116,충북,음성군,원남면행정복지센터,충청북도 음성군 원남면 원중로 19,043-871-3114,,,,,,#N/A,,b
2117,충북,음성군,맹동면행정복지센터,충청북도 음성군 맹동면 대동로 33,043-277-2114,,,043-277-0307,,,성공,,a
2118,충북,음성군,대소면행정복지센터,충청북도 음성군 대소면 오태로 57-16 ,043-871-3114,,,043-881-7301,,,연결끊김 ,,b
2119,충북,음성군,삼성면행정복지센터,충청북도 음성군 삼성면 덕정로30번길 8,043-878-5301,,,,,,#N/A,,a
2120,충북,음성군,생극면행정복지센터,충청북도 음성군 생극면 음성로 1646,,,,,,,#N/A,,b
